Stock,% of Portfolio,RecentActivity,Shares,ReportedPrice*,Value, ,Current Price,+/-Reported Price,52Week Low,52Week High
PACCAR INC,0.4662207481916089,Add 21.75%,946107.0,120.12000016911406,113646373.0,,131.02999877929688,9.082582912772965,90.03047363932303,138.87227982639365
WESTERN DIGITAL CORP,0.4517743603529947,Reduce 30.77%,172415.0,638.7200011599919,110124909.0,,459.44000244140625,-28.068637022950853,74.36845559919652,799.8699951171875
CSX CORP,0.43481235541872687,Reduce 6.12%,2229965.0,47.52999979820311,105990236.0,,51.59000015258789,8.541974272295858,31.48237830657476,53.599998474121094
PETROLEO BRASILEIRO S A,0.4325418514995729,Add 466.87%,6524553.0,16.15999992643174,105436776.0,,,,,
APPLE INC,0.43253919725891293,Reduce 35.34%,364377.0,289.3600007684349,105436129.0,,309.3500061035156,6.908351286285103,223.8630424721864,344.2730974331505
ELI LILLY &AMP; CO,0.42819833639637145,Add 22.89%,87023.0,1199.4300012640335,104377997.0,,,,,
PG&AMP;E CORP,0.4092728374475458,"Add 24,078.85%",5931314.0,16.81999991907358,99764701.0,,,,,
KLA CORP,0.40606189955135513,Add 201.88%,328070.0,301.710000914439,98982000.0,,183.99000549316406,-39.0175980459656,82.77744324748765,307.0229676417069
COMFORT SYS USA INC,0.3943884383643103,Reduce 43.90%,48506.0,1981.9500061848019,96136467.0,,1655.6099853515625,-16.465603058345287,668.8204079334865,2072.104422292885
NXP SEMICONDUCTORS N V,0.38899159175244363,Add 28.40%,337405.0,281.02999955543044,94820927.0,,,,,
WELLS FARGO &AMP; CO,0.3884683248209654,Add 21.57%,1145854.0,82.64000038399307,94693375.0,,,,1.5,2.75
EDISON INTL,0.3770786253440494,Add 777.10%,1234614.0,74.44999975700907,91917012.0,,71.58999633789062,-3.841508970386784,50.04005026725633,81.62000274658203
MARATHON PETE CORP,0.3662856213203638,Add 351.88%,349224.0,255.66999977092067,89286100.0,,,,,
STEEL DYNAMICS INC,0.35628489787773987,Reduce 13.60%,378490.0,229.4599989431689,86848315.0,,228.67999267578125,-0.3399312607775418,124.7380174883339,288.08663551146503
EVERSOURCE ENERGY,0.35433402278786547,Buy 100%,1195140.0,72.2700001673444,86372768.0,,14.579999923706055,-79.82565395053906,11.199999809265137,18.979999542236328
TE CONNECTIVITY PLC,0.35293038484303413,Add 26.93%,426718.0,201.61000004686937,86030616.0,,203.52000427246094,0.9473757378838028,189.52994657902198,250.60896626700486
ANALOG DEVICES INC,0.331095481223663,Add 268.98%,203208.0,397.1699982284162,80708121.0,,373.0899963378906,-6.062895485040374,221.38204566334417,445.9100036621094
HCA HEALTHCARE INC,0.32502021151957244,Add 16.92%,203204.0,389.8900021653117,79227208.0,,429.19000244140625,10.079766102704909,353.989990234375,554.5820385145746
TAPESTRY INC,0.32393966481378417,Add 68.39%,539444.0,146.38000051905294,78963813.0,,130.1699981689453,-11.07391876802031,92.16568572978122,164.8000030517578
APPLOVIN CORP,0.30986823051780493,Buy 100%,146602.0,515.2299968622528,75533748.0,,305.7699890136719,-40.65369041480329,299.0,745.6099853515625
VALERO ENERGY CORP,0.30450195485091264,Add 112.69%,285001.0,260.43999845614576,74225660.0,,348.8599853515625,33.95023322821336,137.22065380954285,352.70001220703125
CITIGROUP INC,0.3000987583054826,Reduce 34.12%,522666.0,139.9599993112236,73152333.0,,131.64999389648438,-5.937414586763894,90.91667314055606,147.21154110017517
EOG RES INC,0.28708514762562254,"Add 4,190.72%",539429.0,129.72999968485195,69980124.0,,153.0500030517578,17.97579852274435,99.11979382545725,153.6699981689453
CONSOLIDATED EDISON INC,0.2830372460119422,Buy 100%,623641.0,110.63000027259272,68993404.0,,106.3499984741211,-3.86875331096962,92.20192250688567,114.32684766889426
BAKER HUGHES COMPANY,0.27788197632394934,Reduce 11.66%,1220482.0,55.5,67736751.0,,62.34000015258789,12.32432459925746,42.93858835071361,69.91812285792612
NISOURCE INC,0.27504639810613607,Buy 100%,1410001.0,47.55000031914871,67045548.0,,40.619998931884766,-14.574135311778713,37.44708624933565,48.88244403414796
TECHNIPFMC PLC,0.26922474991722967,Add 294.68%,989841.0,66.29999969692102,65626458.0,,77.44999694824219,16.81749216031893,35.17502616261327,80.55000305175781
SERVICENOW INC,0.2587807764891455,Buy 100%,635381.0,99.28000050363482,63080626.0,,128.47999572753906,29.41175974594719,81.23999786376953,194.7259979248047
SLB LIMITED,0.2553448845178513,Add 79.77%,1338849.0,46.4899999925309,62243090.0,,53.869998931884766,15.874379308538487,31.04518837125846,58.513212194595916
META PLATFORMS INC,0.2543831345679097,Reduce 62.26%,110083.0,563.2899993641162,62008653.0,,549.9000244140625,-2.3771014868308105,519.7782492802263,788.2165669565625
UNITED THERAPEUTICS CORP DEL,0.2474546803309202,Add 0.14%,111326.0,541.8300037727035,60319767.0,,,,,
CITIZENS FINL GROUP INC,0.24372004885560272,Add 18.81%,847858.0,70.06999992923343,59409410.0,,,,,
MONSTER BEVERAGE CORP NEW,0.2387194963735633,Reduce 21.46%,605394.0,96.11999953749128,58190471.0,,47.790000915527344,-50.28089768468318,45.04999923706055,100.33999633789062
BANK OF AMER CORP,0.23858630846433906,Buy 100%,1020674.0,56.98000047027748,58158005.0,,61.689998626708984,8.266054962369441,45.88160689443775,65.2300033569336
DUKE ENERGY CORP NEW,0.2295723923162493,Buy 100%,442098.0,126.5800003619107,55960765.0,,119.8499984741211,-5.316797178501781,110.99465432541298,132.17567822172856
OVINTIV INC,0.2249142286745895,Add 181.46%,1041316.0,52.649999615870684,54825287.0,,66.81999969482422,26.913580593231696,34.83109882060961,67.43000030517578
HALLIBURTON CO,0.22148828497779377,"Add 5,441.45%",1590285.0,33.95000015720453,53990176.0,,35.34000015258789,4.094256226648032,20.914754437389924,43.40534385121132
MARVELL TECHNOLOGY INC,0.22140764446982789,Reduce 90.70%,181176.0,297.89000198701814,53970519.0,,237.0399932861328,-20.427006040819435,61.30937387027895,329.79864574979393
ANGLOGOLD ASHANTI PLC,0.2208598452985554,Add 11.43%,665558.0,80.89000057094948,53836987.0,,121.22000122070312,49.85783207453407,49.943459609524155,124.69181836880789
TRUIST FINL CORP,0.22046968012629548,Add 47.44%,1078721.0,49.81999979605477,53741880.0,,,,,
PPL CORP,0.21903943823914546,Add 245.11%,1468865.0,36.350000170199436,53393243.0,,34.380001068115234,-5.419529829051425,32.660771181382096,39.79024203043266
MCKESSON CORP,0.21809286299739766,Add 4.42%,70358.0,755.6000028426049,53162505.0,,858.9000244140625,13.671257435526437,670.6503422138215,997.8966126895185
ANTERO RESOURCES CORP,0.21734033038813635,Add 793.41%,1507657.0,35.14000001326562,52979067.0,,37.939998626708984,7.968123541224653,29.100000381469727,45.75
SOUTHWEST AIRLS CO,0.21578477306135488,Add 46.06%,1022946.0,51.41999968717801,52599883.0,,,,,
METLIFE INC,0.21573078572428256,Reduce 0.80%,621519.0,84.61000065967413,52586723.0,,94.33999633789062,11.499817518443654,66.40657895512675,100.93000030517578
NUTANIX INC,0.20879832756320627,Buy 100%,998761.0,50.960000440545834,50896861.0,,67.63999938964844,32.73155181496294,34.0099983215332,82.41999816894531
CIENA CORP,0.20333535056580718,Reduce 29.76%,101038.0,490.55999722876544,49565201.0,,395.7900085449219,-19.31873557143082,87.25,637.510009765625
CREDO TECHNOLOGY GROUP HOLDI,0.19969555793991514,Reduce 82.59%,178996.0,271.9499988826566,48677962.0,,,,,
INSMED INC,0.19918658780704615,Add 54.07%,455392.0,106.61999991216359,48553895.0,,125.7699966430664,17.960979878708585,90.38999938964844,212.75
SIBANYE STILLWATER LTD,0.19823515534591435,Add 28.58%,5691634.0,8.490000059736799,48321973.0,,12.579999923706055,48.17432079141883,6.8997587274158825,20.689559062266344
TERADYNE INC,0.19576435266288827,Reduce 70.90%,98627.0,483.84000324454763,47719688.0,,375.739990234375,-22.3420990999654,109.34010278852152,487.9100036621094
APA CORPORATION,0.1929629349736313,Buy 100%,1444176.0,32.56999977842036,47036812.0,,43.38999938964844,33.220754328641405,20.012038255285923,45.04999923706055
TALEN ENERGY CORP,0.19153975328458928,Reduce 54.34%,121506.0,384.26000362122033,46689896.0,,314.4599914550781,-18.164787255596533,301.45001220703125,451.2799987792969
POPULAR INC,0.18738046791795665,Reduce 12.30%,278207.0,164.17999906544406,45676025.0,,169.07000732421875,2.978443346698687,106.8888355516654,179.24000549316406
CVS HEALTH CORP,0.18714469586353244,Reduce 28.69%,440972.0,103.44999909291293,45618553.0,,93.0199966430664,-10.08216775379465,67.45885689828621,110.0
TEVA PHARMACEUTICAL INDS LTD,0.18439322056344867,Add 17.57%,1326678.0,33.88000027135447,44947851.0,,,,,
REDDIT INC,0.18331224721001185,Add 274.13%,257428.0,173.57999906770047,44684352.0,,153.2899932861328,-11.689138086499272,119.2699966430664,282.95001220703125
TIMKEN CO,0.1804713482037348,Add 57.71%,302724.0,145.32000105706848,43991852.0,,125.0999984741211,-13.914122237727488,69.62151767359163,145.97654771517156
ARISTA NETWORKS INC,0.17720743215625598,Reduce 80.88%,254275.0,169.88,43196237.0,,188.64999389648438,11.048972154747103,114.5199966430664,214.88999938964844
FIRST HORIZON CORPORATION,0.17181337106124886,Add 0.11%,1633439.0,25.640000024488213,41881376.0,,24.6299991607666,-3.9391609311894746,19.392340167318316,26.43000030517578
VERIZON COMMUNICATIONS INC,0.17030047849932703,Add 125.48%,980458.0,42.34000028558082,41512592.0,,49.45000076293945,16.79263209589536,36.553018432734994,50.06082089387069
BORGWARNER INC,0.16982796622850682,Reduce 4.05%,623455.0,66.4,41397412.0,,67.77999877929688,2.0783114146037187,40.12578107639701,78.81999969482422
NVENT ELEC PLC,0.16905971329434724,Reduce 6.98%,242970.0,169.61000123472033,41210142.0,,151.97999572753906,-10.39443746172928,86.58051112890064,184.39579767909396
ZIONS BANCORPORATION NATL AS,0.1678529937512492,Reduce 18.41%,591357.0,69.1900002874744,40915991.0,,,,,
EXPAND ENERGY CORPORATION,0.16755242458519448,Buy 100%,447886.0,91.18999924087827,40842724.0,,96.08999633789062,5.373393067006201,84.47745519847393,124.42874201481732
NRG ENERGY INC,0.16653692933867348,Reduce 52.77%,277935.0,146.05999964020364,40595186.0,,113.11000061035156,-22.55922162879593,112.5,188.7101794607931
ZEBRA TECHNOLOGIES CORPORATI,0.16343316204990513,Add 947.76%,151328.0,263.25999814971453,39838609.0,,368.510009765625,39.97949265199621,199.0500030517578,386.2300109863281
TOAST INC,0.16308641237827112,Add 323.73%,1428975.0,27.820000349901154,39754085.0,,36.63999938964844,31.703806358070814,22.260000228881836,45.63999938964844
VALE S A,0.16205122980419612,Reduce 34.11%,2626446.0,15.040000060918823,39501748.0,,,,,
TRANSOCEAN LTD,0.15973883647023632,"Add 1,803.01%",7962797.0,4.889999958557276,38938077.0,,5.920000076293945,21.06339726924162,2.8499999046325684,7.659999847412109
S&AMP;P GLOBAL INC,0.15873994766296065,Add 190.57%,95012.0,407.25999873700164,38694587.0,,,,,
DOLLAR TREE INC,0.15672188377319482,"Add 1,225.06%",315855.0,120.94999920849757,38202662.0,,131.47999572753906,8.706074070235864,84.70999908447266,142.39999389648438
SUNCOR ENERGY INC NEW,0.15624124468514514,Add 71.93%,708762.0,53.73524681063601,38085501.0,,68.41999816894531,27.32796856792829,37.232774526820606,69.82669123549735
GE AEROSPACE,0.15572385646597883,Reduce 15.79%,101569.0,373.7299963571562,37959382.0,,348.3699951171875,-6.7856477904260455,265.0240933710656,388.8399963378906
MEDTRONIC PLC,0.1548564038511394,Add 89.05%,482525.0,78.23000051810787,37747931.0,,93.3499984741211,19.327620932986445,72.65447002253417,103.76283615785873
ONTO INNOVATION INC,0.15373312264001057,Reduce 71.58%,99020.0,378.45,37474119.0,,293.3299865722656,-22.49174618251668,101.0,386.4599914550781
RBC BEARINGS INC,0.1525620938136701,Add 807.73%,57741.0,644.0599920333905,37188668.0,,505.6300048828125,-21.49333740068755,364.5,667.6900024414062
GILEAD SCIENCES INC,0.1507621248175804,Add 60.94%,290881.0,126.3400015814027,36749906.0,,146.1199951171875,15.656160589043733,106.44034949748199,155.3805941192722
KEYCORP,0.1489206643376647,Add 63.08%,1574882.0,23.04999993650318,36301030.0,,21.8700008392334,-5.119301954535254,15.970772725359435,24.06999969482422
HALOZYME THERAPEUTICS INC,0.1487131125637664,Reduce 9.44%,463146.0,78.26999909315853,36250437.0,,108.16999816894531,38.20109802249927,61.22999954223633,108.45999908447266
LENNOX INTL INC,0.14861719478807578,"Add 1,169.66%",63229.0,572.9500071169874,36227056.0,,402.8699951171875,-29.684965509577566,402.44000244140625,591.5887900484807
NOV INC,0.14791419022748276,Add 964.32%,1943703.0,18.55000018006866,36055691.0,,20.420000076293945,10.080861876403295,12.06809203138826,21.670000076293945
HF SINCLAIR CORP,0.145873317098042,Add 63.00%,510527.0,69.65000088144211,35558206.0,,97.31999969482422,39.72720525945412,44.60496848453917,97.62999725341797
NEUROCRINE BIOSCIENCES INC,0.14220401194153456,Add 38.84%,205677.0,168.53499905191148,34663773.0,,152.57000732421875,-9.472804947045605,122.13999938964844,186.1199951171875
F N B CORP,0.14128018440374318,Reduce 0.58%,1804957.0,19.08000024377312,34438580.0,,18.530000686645508,-2.882597222749559,14.148316720740903,19.59000015258789
UNIVERSAL HLTH SVCS INC,0.13914994500144648,Add 67.28%,228121.0,148.68999785201714,33919311.0,,,,,
AIRBNB INC,0.139092868571303,Add 776.53%,236935.0,143.09999788971658,33905398.0,,187.3000030517578,30.887495327641464,110.80999755859375,189.1999969482422
JABIL INC,0.13841238198131717,Add 121.19%,87526.0,385.4799945159153,33739522.0,,313.2099914550781,-18.748055434522257,189.45669120566436,428.8373461194616
DECKERS OUTDOOR CORP,0.13709474225434662,Reduce 8.50%,336573.0,99.28999949490898,33418333.0,,91.68000030517578,-7.664416586207555,78.91000366210938,125.44999694824219
BRIDGEBIO PHARMA INC,0.13692801327613272,Add 72.72%,448143.0,74.48000080331501,33377691.0,,81.5,9.425347906780019,46.810001373291016,93.41500091552734
WESTERN ALLIANCE BANCORP,0.13545214470487033,Add 110.52%,401678.0,82.20000099582252,33017932.0,,79.66999816894531,-3.077862282514796,65.11853946704693,95.75065042754578
VULCAN MATLS CO,0.13153773457662565,Buy 100%,108687.0,295.01000119609523,32063752.0,,,,,
REGENERON PHARMACEUTICALS,0.13130975294416958,Add 125.90%,51333.0,623.5400035065163,32008179.0,,834.0399780273438,33.75885642253386,538.2399541992819,846.8800048828125
UNITED RENTALS INC,0.12989893172979314,Add 169.87%,27950.0,1132.8900178890876,31664276.0,,1098.510009765625,-3.034717190599212,698.9378142420754,1177.1487315241613
TENARIS S A,0.12935092743945883,"Add 1,884.71%",568223.0,55.48999952483444,31530694.0,,52.65999984741211,-5.100017483611201,32.99954862420192,64.5999984741211
BLOCK INC,0.12879703212966895,Add 193.60%,413101.0,76.0,31395676.0,,82.16000366210938,8.105267976459704,48.209999084472656,86.75
CARDINAL HEALTH INC,0.12871718338128166,Add 14.62%,132077.0,237.5599990914391,31376212.0,,229.50999450683594,-3.3886195552242935,144.36856672113495,258.29998779296875
BRITISH AMERN TOB PLC,0.12837551655999968,Reduce 33.84%,506686.0,61.7599992895008,31292927.0,,,,,
AGNICO EAGLE MINES LTD,0.1252624491729682,Add 121.81%,196829.0,155.130001168527,30534083.0,,216.05999755859375,39.276733018183144,132.5582047229341,254.6128673094245
DEVON ENERGY CORP NEW,0.12461963474987713,Buy 100%,735174.0,41.320000435271105,30377390.0,,49.099998474121094,18.828649460054013,30.886545181516457,52.33773751303255
CARPENTER TECHNOLOGY CORP,0.12363073524091236,Add 15.07%,48856.0,616.8399991812674,30136335.0,,492.3800048828125,-20.177030423391944,227.57434595667686,625.989990234375
QUALCOMM INC,0.12316206690131076,Reduce 27.42%,162466.0,184.78999913828125,30022092.0,,160.75,-13.009361572804456,121.54109371821322,258.9635412258548
ALNYLAM PHARMACEUTICALS INC,0.12298024936490902,Reduce 6.57%,99584.0,301.03000482005143,29977772.0,,236.22000122070312,-21.529416523808045,197.80999755859375,495.54998779296875
UNITED AIRLS HLDGS INC,0.12195374332714924,Add 172.43%,218601.0,135.99000004574543,29727550.0,,,,,
EXXON MOBIL CORP,0.12127575098495517,Buy 100%,216225.0,136.72,29562282.0,,165.11000061035156,20.765067737237832,105.29817752263065,174.09340787768787
KINROSS GOLD CORP,0.12024746861611997,Add 7.01%,1240922.0,23.620845629298216,29311627.0,,32.7599983215332,38.69104788060255,19.114198869927307,38.95551296551527
WALMART INC,0.1202286674029131,Add 2.76%,258759.0,113.25999868603604,29307044.0,,103.69999694824219,-8.440757415417945,94.62330970991675,134.83720000658067
CAPITAL ONE FINL CORP,0.11978558151270233,Buy 100%,145544.0,200.61999807618315,29199037.0,,,,,
KEYSIGHT TECHNOLOGIES INC,0.11910322423687261,Add 9.78%,82934.0,350.0699954180433,29032705.0,,316.1300048828125,-9.695201239597996,158.7899932861328,374.9630126953125
T-MOBILE US INC,0.11875924367257323,Add 75.26%,172592.0,167.72999907295818,28948856.0,,183.0399932861328,9.127761460557323,165.66000366210938,256.4181124008625
AMETEK INC,0.11684064611826761,Add 1.04%,117720.0,241.94000169894665,28481177.0,,239.5500030517578,-0.9878476607447416,178.4099447304588,261.1600036621094
VISA INC,0.11476218286955678,Add 223.92%,81537.0,343.08999595275765,27974529.0,,371.0400085449219,8.146554234129535,292.7381694353985,373.27653822285373
PERMIAN RESOURCES CORP,0.11456778332990271,Buy 100%,1516955.0,18.410000296646903,27927142.0,,23.75,29.005972934860274,11.59517254175604,24.09000015258789
GRAB HOLDINGS LIMITED,0.11449789106077644,Reduce 11.05%,7403211.0,3.769999936514034,27910105.0,,,,,
REGAL REXNORD CORPORATION,0.11411797363684531,"Add 3,100.52%",116787.0,238.19000402442052,27817496.0,,166.14999389648438,-30.24476632552146,127.19194093307794,247.8000030517578
GLOBUS MED INC,0.1140850315155162,Add 6.51%,351974.0,79.01000073869092,27809466.0,,86.91000366210938,9.998737944005425,54.150001525878906,101.4000015258789
MANULIFE FINL CORP,0.1139219085304092,Reduce 67.59%,684949.0,40.54273091865234,27769703.0,,,,,
GULFPORT ENERGY CORP,0.11134817299977808,Add 74.16%,159943.0,169.69999937477726,27142327.0,,173.4499969482422,2.2097805464236737,149.17999267578125,225.77999877929688
CF INDUSTRIES HOLD,0.11090126369025488,"Add 1,220.93%",249708.0,108.2599996796258,27033388.0,,129.60000610351562,19.71181090619007,74.33149292307826,140.6580572045699
DEXCOM INC,0.11077482830054591,Add 187.02%,400929.0,67.34999962586892,27002568.0,,92.33999633789062,37.104672384323415,54.11000061035156,92.55999755859375
VIATRIS INC,0.11063980662690896,Add 133.97%,1698341.0,15.879999952895208,26969655.0,,16.31999969482422,2.770779239509954,9.107130134925734,18.25310124871083
REINSURANCE GROUP AMER INC,0.11028082775680892,Add 26.12%,126415.0,212.6500019776134,26882150.0,,,,,
EMCOR GROUP INC,0.1097878035798062,Reduce 55.71%,32248.0,829.879992557678,26761970.0,,,,,
GSK PLC,0.10842037325176823,Reduce 27.84%,504171.0,52.42000035702173,26428644.0,,,,,
SANMINA CORP,0.10793342059899555,Add 87.71%,103959.0,253.0800026933695,26309944.0,,,,,
OTIS WORLDWIDE CORP,0.10699955863669966,Add 30.84%,364278.0,71.60000054903124,26082305.0,,,,,
FORMFACTOR INC,0.10667560999997813,Add 223.75%,162592.0,159.9300027061602,26003339.0,,,,,
EVEREST GROUP LTD,0.10578226315477392,Add 310.59%,72182.0,357.2300019395417,25785576.0,,,,,
CHEVRON CORPORATION,0.10523369683821023,"Add 5,374.11%",154753.0,165.75999819066513,25651857.0,,,,,
MICROCHIP TECHNOLOGY INC.,0.10321770875335008,Add 853.26%,275882.0,91.19999855010475,25160438.0,,,,,
MP MATERIALS CORP,0.10255060002857645,Add 313.04%,446310.0,56.00999977594049,24997823.0,,,,,
EDWARDS LIFESCIENCES CORP,0.10215642272746724,Add 60.12%,275279.0,90.45999876488943,24901738.0,,,,,
CENTENE CORP DEL,0.10196867725017877,Add 130.29%,387225.0,64.19000064561948,24855973.0,,,,,
COSTCO WHOLESALE CORPORATION,0.10170935752745705,Reduce 4.04%,26503.0,935.4699845300532,24792761.0,,,,,
CRANE COMPANY,0.1010821239483022,Add 6.78%,110458.0,223.06999945680712,24639866.0,,,,,
FLAGSTAR BANK NATIONAL ASSOC,0.10019203029141856,Reduce 4.65%,1634732.0,14.939999951062315,24422896.0,,,,,
THE CIGNA GROUP,0.09941567105193566,Reduce 61.53%,87905.0,275.6799954496331,24233650.0,,,,,
RENAISSANCERE HLDGS LTD,0.09829767370783944,Reduce 8.02%,75611.0,316.90000132255886,23961126.0,,,,,
PORTLAND GEN ELEC CO,0.09804353119023819,Add 300.75%,461107.0,51.83000041205187,23899176.0,,,,,
INSULET CORP,0.09769361037790834,Add 342.64%,156413.0,152.24999840166737,23813879.0,,,,,
VERTIV HOLDINGS CO,0.09762984706634942,Reduce 83.46%,71078.0,334.82000056276206,23798336.0,,,,,
HEXCEL CORP NEW,0.0969773182044903,Add 974.21%,236251.0,100.05999974603282,23639275.0,,,,,
TG THERAPEUTICS INC,0.09689383884870875,Add 38.05%,429904.0,54.940000558264174,23618926.0,,,,,
VALARIS LTD,0.09581670942649054,Add 796.21%,321713.0,72.60000062167211,23356364.0,,,,,
FIVE BELOW INC,0.09561967615808263,Add 109.45%,129642.0,179.78999861156106,23308335.0,,,,,
LIBERTY ENERGY INC,0.09495087725223955,Add 312.54%,883746.0,26.19000029420218,23145308.0,,,,,
CHUBB LIMITED,0.09372553289832779,Buy 100%,67050.0,340.74,22846617.0,,,,,
ATI INC,0.09293810953665006,Add 423.64%,114940.0,197.1,22654674.0,,,,,
COMCAST CORP NEW,0.09269233587677128,Reduce 22.83%,920357.0,24.549999619712786,22594764.0,,,,,
AMERICAN INTL GROUP INC,0.09021901433166597,Add 67.40%,295074.0,74.52999925442431,21991865.0,,,,,
WOODWARD INC,0.08963773972950366,Reduce 18.64%,51359.0,425.44000077883135,21850173.0,,,,,
AMERICAN ELEC PWR CO INC,0.08956993557242676,Add 207.68%,159591.0,136.81000181714506,21833645.0,,,,,
SMURFIT WESTROCK PLC,0.08956542705544786,Buy 100%,471953.0,46.260000466148114,21832546.0,,,,,
GXO LOGISTICS INCORPORATED,0.08950028124141222,Add 560.50%,430309.0,50.699999302826576,21816666.0,,,,,
EXELIXIS INC,0.08947596232544225,Reduce 16.66%,400859.0,54.40999952601788,21810738.0,,,,,
CENTURY ALUM CO,0.08945417457869519,Reduce 35.30%,473928.0,46.00999940919296,21805427.0,,,,,
ARCH CAP GROUP LTD,0.0891359323542736,Reduce 9.08%,223860.0,97.06000178683105,21727852.0,,,,,
KENNAMETAL INC,0.08793282700904492,Reduce 4.33%,611543.0,35.049999754718804,21434582.0,,,,,
PHILLIPS 66,0.0870289575559691,Reduce 18.12%,125491.0,169.05000358591454,21214254.0,,,,,
HASBRO INC,0.08530904242732847,Buy 100%,251786.0,82.59000103262294,20795006.0,,,,,
FEDEX CORP,0.0852305064409369,"Add 4,635.83%",66349.0,313.12999442342766,20775862.0,,,,,
ETSY INC,0.08444402252456232,Add 297.96%,273253.0,75.32999820679004,20584148.0,,,,,
CORTEVA INC,0.08444302564592183,Buy 100%,243050.0,84.69000205718987,20583905.0,,,,,
