Stock,% of Portfolio,RecentActivity,Shares,ReportedPrice*,Value, ,Current Price,+/-Reported Price,52Week Low,52Week High
STATE STR SPDR S&AMP;P 500 ETF T,4.9836994183669265,Add 752.52%,14028230.0,746.7700000641563,10475861318.0,,,,,
ALPHABET INC,3.5801566043478914,Add 132.50%,38086841.0,197.5900043797279,7525579080.0,,341.75,72.95915401835097,201.55446650056933,404.2267181336527
NVIDIA CORPORATION,2.5114629354024363,Add 19.92%,26383918.0,200.0900000144027,5279158153.0,,214.72000122070312,7.3117103329738296,163.8517783946414,236.26463268418732
ADVANCED MICRO DEVICES INC,1.6330168867643355,Reduce 18.97%,5909078.0,580.9100000033847,3432642501.0,,473.25,-18.532991341646273,149.22000122070312,584.72998046875
AMAZON COM INC,1.5934667583642088,Add 74.84%,14053483.0,238.33999998434552,3349507138.0,,258.6300048828125,8.513050641856026,196.0,287.20001220703125
MICRON TECHNOLOGY INC,1.463972033630597,Reduce 54.16%,2665973.0,1154.290000311331,3077305975.0,,966.780029296875,-16.244615388150415,114.06692085746202,1254.8069810301963
META PLATFORMS INC,1.3139589888278163,Add 43.46%,4903291.0,563.2900001244062,2761974788.0,,549.9000244140625,-2.3771016185954763,519.7782492802263,788.2166289656076
TESLA INC,1.2403333826134963,Reduce 15.18%,6198792.0,420.59999996773564,2607211915.0,,362.8599853515625,-13.7280110843087,297.3800048828125,498.8299865722656
INVESCO QQQ TR,1.121760624934892,Add 326.94%,3202022.0,736.4000000624605,2357969001.0,,713.4400024414062,-3.117870399118259,554.990063621082,747.828194840854
APPLE INC,1.0189777400044377,Reduce 19.95%,7402256.0,289.35999997838496,2141916796.0,,309.3500061035156,6.908351578180779,223.86305742355088,344.2730974331505
MICROSOFT CORP,0.9967239749195644,Reduce 30.82%,5616693.0,373.0200000249257,2095138823.0,,483.239990234375,29.54801088469365,348.54386902384044,549.2013167264516
BLOOM ENERGY CORP,0.9523984597020575,Add 0.14%,6613695.0,302.7000000756007,2001965477.0,,201.4499969482422,-33.44896039050904,44.63999938964844,351.2799987792969
CROWDSTRIKE HLDGS INC,0.9219655768138941,Add 6.53%,2539501.0,763.1399999448711,1937994793.0,,,,,
LUMENTUM HLDGS INC,0.8961489794086822,Reduce 90.48%,7734711.0,243.54208670498485,1883727657.0,,,,,
SANDISK CORP,0.880828369370724,Reduce 57.83%,814311.0,2273.729999963159,1851523350.0,,1596.0799560546875,-29.80345264914706,45.630001068115234,2354.389892578125
WESTERN DIGITAL CORP,0.8717989334663258,Reduce 98.17%,2869087.0,638.7200001254755,1832543249.0,,459.44000244140625,-28.068636906445704,74.36845559919652,799.8699951171875
SEAGATE TECHNOLOGY HLDNGS PL,0.8564511415456542,Add 3.08%,1865577.0,965.0,1800281805.0,,,,,
INTEL CORP,0.8511395047117315,Reduce 40.99%,12813268.0,139.63000001248705,1789116611.0,,90.06999969482422,-35.4938052805491,23.649999618530273,142.35000610351562
HOME DEPOT INC,0.7840291460722277,Add 16.22%,4672930.0,352.6799999144006,1648048952.0,,335.6099853515625,-4.84008579079652,286.94770281038166,418.0559748917175
BROADCOM INC,0.6624852559507483,Reduce 52.94%,3686461.0,377.75000006781573,1392560643.0,,368.45001220703125,-2.4619425173037457,285.08119233248743,494.21781760890264
CLOUDFLARE INC,0.6107449496700897,Add 16.72%,119494702.0,10.743582757334297,1283801220.0,,293.1400146484375,2628.5126504779823,158.8300018310547,332.2200012207031
MARVELL TECHNOLOGY INC,0.5701964554607076,Add 83.24%,4023523.0,297.89000013172534,1198567267.0,,237.0399932861328,-20.42700554522978,61.30938118307147,329.79864574979393
BERKSHIRE HATHAWAY INC DEL,0.5674031063365119,Add 219.64%,2383532.0,500.3899997986182,1192695577.0,,,,,
GENERAL MTRS CO,0.5540429914327145,Add 17.60%,15109137.0,77.08000000264741,1164612280.0,,,,,
BOSTON SCIENTIFIC CORP,0.5536396660889902,Add 11.60%,27267209.0,42.67999999559911,1163764480.0,,50.369998931884766,18.017804444888935,42.20000076293945,109.5
STRATEGY INC,0.5420743289840346,Reduce 11.18%,945811555.0,1.2047366570817588,1139453851.0,,119.25,9798.428781013441,81.80999755859375,365.2099914550781
ELI LILLY &AMP; CO,0.52727670984413,Reduce 20.89%,924063.0,1199.429999902604,1108348884.0,,,,,
VISA INC,0.527036255532904,Add 15.10%,3229017.0,343.0900001455551,1107843443.0,,371.0400085449219,8.146552912503727,292.7381694353985,373.27653822285373
WARNER BROS DISCOVERY INC,0.5178660896255218,Add 167.63%,40831490.0,26.660000014694543,1088567524.0,,28.549999237060547,7.089269397315336,11.25,30.0
MASTERCARD INCORPORATED,0.5168496393510432,Add 86.17%,2115325.0,513.6,1086430920.0,,580.6300048828125,13.051013411762552,463.74259988972767,598.0432666718583
CIPHER DIGITAL INC,0.4838322511807086,Reduce 2.73%,69731909.0,14.584822867820813,1017027541.0,,15.765000343322754,8.09181905188456,5.710000038146973,30.139999389648438
PALANTIR TECHNOLOGIES INC,0.482482910496559,Reduce 4.52%,8692819.0,116.67000003106013,1014191193.0,,179.94000244140625,54.229881197824845,106.37000274658203,207.52000427246094
CITIGROUP INC,0.47412195328603013,Add 4.74%,7120722.0,139.95999998314778,996616251.0,,131.64999389648438,-5.937415038342379,90.91666570498032,147.21154110017517
CAPITAL ONE FINL CORP,0.46228976732311533,Add 96.59%,4843708.0,200.62000000825813,971744699.0,,,,,
COSTCO WHOLESALE CORPORATION,0.45865786541873094,Reduce 0.89%,1030616.0,935.4700004657409,964110350.0,,947.739990234375,1.3116390437454184,840.3509938826251,1094.7594789612422
SPACE EXPLORATION TECHN CORP,0.4340539966283662,Buy 100%,5340000.0,170.86,912392400.0,,136.97000122070312,-19.83495187831961,104.83000183105469,225.63999938964844
ORACLE CORP,0.42722327470604976,Reduce 2.96%,7496423.0,119.79500769900524,898034051.0,,146.47000122070312,22.267199638837194,114.5,341.8239855426254
DELL TECHNOLOGIES INC,0.4211941435887147,Add 60.18%,2052011.0,431.4599999707604,885360666.0,,442.0799865722656,2.461406990734929,109.6987412978457,514.0
WELLS FARGO &AMP; CO,0.4165677735449751,Add 301.62%,10595788.0,82.63999996979932,875635920.0,,,,1.5,2.75
SUPER MICRO COMPUTER INC,0.4132470558395303,Add 285.52%,442288300.0,1.9640033163888804,868655688.0,,37.2400016784668,1796.127229914164,19.479999542236328,58.779998779296875
UNITEDHEALTH GROUP INC,0.39352276053822705,Reduce 37.77%,1990219.0,415.63000051753096,827194724.0,,390.1099853515625,-6.140080151623233,254.516344356629,461.6199951171875
NORFOLK SOUTHN CORP,0.38929703223563583,Add 14.92%,2601202.0,314.58999993080124,818312137.0,,,,,
3M CO,0.37848621608881244,Reduce 7.54%,4913764.0,161.91000015466759,795587530.0,,178.9600067138672,10.530545700026101,138.62307999597104,184.89999389648438
JPMORGAN CHASE &AMP; CO,0.3619975843234527,Reduce 48.92%,2324651.0,327.33000007312927,760928012.0,,,,,
FORTINET INC,0.3544334282510491,Add 65.72%,4849811.0,153.62000003711483,745027966.0,,153.50999450683594,-0.0716088596877489,73.55000305175781,172.08999633789062
CELESTICA INC,0.35300612893585276,Add 75.43%,2034565.0,364.71075979386256,742027747.0,,296.54998779296875,-18.688993996069332,179.00999450683594,474.0299987792969
SHERWIN WILLIAMS CO,0.34413308174367274,Add 41.32%,2100884.0,344.3200000571188,723376379.0,,346.5899963378906,0.6592693658211082,289.8599853515625,376.951782499269
NETFLIX INC.,0.34051333383301513,Add 43.96%,10024756.0,71.39999996009878,715767578.0,,79.58999633789062,11.470583168583676,65.08000183105469,126.70999908447266
GOLDMAN SACHS GROUP INC,0.3383381961630167,Add 81.86%,703200.0,1011.37,711195384.0,,1039.280029296875,2.7596259822691,704.400106252295,1153.989990234375
COHERENT CORP,0.3366597966123883,"Add 1,364.44%",1793970.0,394.4700000557423,707667346.0,,289.5199890136719,-26.6053213241159,85.94000244140625,440.0
BOEING CO,0.3337877571817759,Add 98.05%,5757722.0,121.85900031297099,701630247.0,,214.1999969482422,75.77691955301735,176.77000427246094,254.35000610351562
SELECT SECTOR SPDR TR,0.31774262915743895,"Add 1,877.36%",11747425.0,56.855267005322446,667902985.0,,,,,
TARGET CORP,0.3109993862091495,Reduce 49.11%,5005195.0,130.61000000998962,653728519.0,,165.44000244140625,26.667178951652005,81.20354574102596,165.47999572753906
INTUIT,0.30135194198799414,"Add 2,085.92%",2427009.0,261.0,633449349.0,,378.80999755859375,45.13793009907807,328.57000732421875,603.8800048828125
INTERCONTINENTAL EXCHANGE IN,0.30134104059585987,Add 107.38%,5145207.0,123.11000004470179,633426434.0,,161.25,30.980423963487453,121.79000091552734,179.35732808146108
INSMED INC,0.3011932864141779,Add 5.23%,5938059.0,106.62000007073019,633115851.0,,125.7699966430664,17.960979703275544,90.38999938964844,212.75
ABBVIE INC,0.29325119242075326,Add 152.57%,2449616.0,251.63999990202547,616421370.0,,264.9599914550781,5.293272754029057,189.4018585166218,267.4700012207031
TARGA RES CORP,0.29306305860725956,Reduce 5.38%,2297404.0,268.1399997562466,616025908.0,,299.1000061035156,11.546209582834829,141.10581007506866,307.94000244140625
BOOKING HOLDINGS INC,0.28992009282220155,"Add 1,558.55%",3419094.0,178.24000012868908,609419315.0,,209.6199951171875,17.605472938645704,149.76350628582819,229.85622322129115
FIRST SOLAR INC,0.2868340174136819,Add 110.73%,2555231.0,235.96000009392498,602932307.0,,214.27999877929688,-9.187998519239818,182.99000549316406,320.95001220703125
AMERICAN EXPRESS CO,0.2819418460732083,Reduce 12.72%,1752103.0,338.2500001426857,592648840.0,,336.0,-0.665188511969416,289.2612224526533,384.36057542335186
SCHWAB CHARLES CORP,0.2813853289343569,Add 138.50%,6410307.0,92.27000001715986,591479027.0,,,,,
MERCK &AMP; CO INC,0.2719755597997778,Reduce 9.53%,4449023.0,128.5000001123842,571699456.0,,,,,
RTX CORPORATION,0.26396534340414196,Add 117.14%,2924481.0,189.72999995554767,554861780.0,,209.91000366210938,10.636169141037122,148.40720686546177,226.41000366210938
CHENIERE ENERGY INC,0.2580028684838879,Add 27.27%,2269062.0,239.00999972675933,542328508.0,,277.510009765625,16.10811684987222,184.87842793621542,299.54404568207144
GUARDANT HEALTH INC,0.25792054406293863,Reduce 0.94%,176290858.0,3.075346425507782,542155460.0,,170.69000244140625,5450.269102227174,53.400001525878906,176.5800018310547
ROBINHOOD MKTS INC,0.2559828716818324,Reduce 34.74%,5365800.0,100.28,538082424.0,,,,,
TORONTO DOMINION BK ONT,0.2549810672837774,Reduce 3.36%,4412700.0,121.4622806898271,535976606.0,,,,,
ISHARES TR,0.2522233014642934,Add 205.90%,11188536.0,47.385977307486876,530179713.0,,,,,
GAMESTOP CORP,0.25032435887742865,"Add 269,160.21%",516855734.0,1.0180560132859047,526188088.0,,18.209999084472656,1688.7030621917922,17.790000915527344,28.100000381469727
DEVON ENERGY CORP NEW,0.2471371966650497,Add 214.23%,12572328.0,41.32000000318159,519488593.0,,49.099998474121094,18.828650702663243,30.88654330926887,52.33773751303255
COINBASE GLOBAL INC,0.245082639381459,Reduce 55.29%,51638043.0,9.976556663853431,515169862.0,,186.49000549316406,1769.282276207035,139.11000061035156,402.1600036621094
AT&AMP;T INC,0.24365988140116612,Add 5.32%,24742956.0,20.69999999191689,512179189.0,,,,,
SYSCO CORP,0.24044068389116857,Add 52.58%,6047049.0,83.57999993054463,505412355.0,,84.0999984741211,0.6221566690698545,67.2341471705827,90.5624908257144
ALIBABA GROUP HLDG LTD,0.23969182699477543,Reduce 67.77%,135921573.0,3.7068305485252147,503838239.0,,,,,
AMGEN INC,0.23765210683175572,Add 371.78%,1379517.0,362.11999997100435,499550696.0,,439.3299865722656,21.321657629361436,264.0224916487972,443.20001220703125
CISCO SYS INC,0.23623237212647982,Add 627.38%,4227536.0,117.45999986753513,496566378.0,,111.04000091552734,-5.4656895617639245,64.78846428244626,129.88410380965527
DIAMONDBACK ENERGY INC,0.2293021870726302,Add 62.37%,2742058.0,175.7799999124745,481998955.0,,210.72000122070312,19.87711988031982,131.14119758222617,216.89999389648438
ASTERA LABS INC,0.22429553945931976,Reduce 46.78%,976098.0,483.0200000409795,471474856.0,,284.9700012207031,-41.002442715306564,97.88999938964844,499.47601318359375
APPLIED DIGITAL CORP,0.22274799086698585,Add 24.50%,75141721.0,6.231183738791397,468221870.0,,27.209999084472656,336.6746388022626,13.15999984741211,50.724998474121094
ALNYLAM PHARMACEUTICALS INC,0.21974197111489066,Add 4.07%,1534409.0,301.0299998240365,461903141.0,,236.22000122070312,-21.529415221478686,197.80999755859375,495.54998779296875
RIVIAN AUTOMOTIVE INC,0.21939987006358264,Add 65.31%,31272477.0,14.747281962986175,461184036.0,,16.969999313354492,15.072047553895409,12.15999984741211,22.690000534057617
BANK NOVA SCOTIA B C,0.21775372369569604,Add 7.18%,5271601.0,86.8282320683982,457723795.0,,,,,
TE CONNECTIVITY PLC,0.2138336249485986,Reduce 1.28%,2229471.0,201.61000030949046,449483649.0,,203.52000427246094,0.9473756063877988,190.27000427246094,251.58750875764795
SOFI TECHNOLOGIES INC,0.21358696138709388,Reduce 54.10%,25039886.0,17.930000000798724,448965156.0,,18.90999984741211,5.465699088509365,14.880000114440918,32.72999954223633
FREEPORT MCMORAN INC,0.2129091283806111,Reduce 25.99%,7116240.0,62.89000005620946,447540334.0,,76.66000366210938,21.895378587363084,34.776152565400324,77.33000183105469
BANK OF AMER CORP,0.21123301709950773,Buy 100%,7792508.0,56.98000002053254,444017106.0,,61.689998626708984,8.26605581691683,45.88160689443775,65.2300033569336
GENERAL DYNAMICS CORP,0.2093642929908612,Add 36.06%,1242347.0,354.2399997746201,440089001.0,,384.2900085449219,8.482951894032471,305.42578602709887,400.0
MP MATERIALS CORP,0.2082662204754373,Add 54.74%,7816119.0,56.00999997569126,437780825.0,,60.04999923706055,7.2129963633684655,37.810001373291016,100.2509994506836
JOHNSON &AMP; JOHNSON,0.20520663761438326,Reduce 10.69%,1698427.0,253.96999988813178,431349505.0,,,,,
BANK MONTREAL MEDIUM,0.204753105448914,Reduce 1.97%,2437600.0,176.5655435674434,430396169.0,,,,,
REDDIT INC,0.2030338200879345,Reduce 9.98%,2458706.0,173.58000021149337,426782188.0,,153.2899932861328,-11.689138668417332,119.2699966430664,282.95001220703125
LAS VEGAS SANDS CORP,0.19922618717146748,Add 6.20%,9066431.0,46.19000001213267,418778448.0,,47.029998779296875,1.8185727797002866,43.92947882290992,69.23679450278107
NOVO-NORDISK A S,0.19570933669955742,Reduce 7.84%,8581267.0,47.940000002330656,411385940.0,,46.7400016784668,-2.5031254146965374,34.14539805400969,61.10931574755392
VANECK ETF TRUST,0.19482049146591615,Add 444.72%,5042638.0,81.21097826177488,409517565.0,,40.349998474121094,-50.314601131811024,33.43000030517578,45.76716083900743
CHEVRON CORPORATION,0.1924769195568028,Add 57.49%,2440826.0,165.76000009832737,404591318.0,,205.27000427246094,23.83566852720595,142.51048093881724,210.92053767232753
CHIPOTLE MEXICAN GRILL INC,0.191014295734945,Reduce 24.77%,11809319.0,34.0,401516846.0,,36.900001525878906,8.529416252585019,28.040000915527344,43.720001220703125
CENTENE CORP DEL,0.18952381068549198,Reduce 31.97%,6206322.0,64.18999997099732,398383809.0,,,,,
GE AEROSPACE,0.18874633043930428,Reduce 35.61%,1061594.0,373.7300003579523,396749526.0,,348.3699951171875,-6.785648788289783,265.0240933710656,388.8399963378906
TAIWAN SEMICONDUCTOR MANUFAC,0.18528926659858302,Reduce 80.82%,815551.0,477.5699999141685,389482691.0,,418.95001220703125,-12.274637795019103,223.161949858343,479.0
OTIS WORLDWIDE CORP,0.18527225633556083,Add 57.43%,5439203.0,71.6000000367701,389446935.0,,71.48999786376953,-0.15363431975429467,68.74332533380222,93.42918153424849
MCKESSON CORP,0.18334152583156668,Add 539.58%,510043.0,755.6000003921238,385388491.0,,858.9000244140625,13.671257804172907,670.650402608597,997.8966126895185
ENBRIDGE INC,0.17757934585450866,Add 61.97%,6889513.0,54.18035266063073,373276244.0,,50.459999084472656,-6.8666101150379,43.2807604606163,57.65683944518375
UNITED AIRLS HLDGS INC,0.1775440161147984,Add 100.67%,2744334.0,135.98999975950449,373201980.0,,,,,
TECK RESOURCES LTD,0.17590206950644754,Add 33.45%,6217769.0,59.4667584144731,369750567.0,,69.19999694824219,16.367528335629274,31.51254781237451,71.15219769496261
LIBERTY MEDIA CORP DEL,0.1752760374986698,Add 15.88%,3879638.0,94.96623963369778,368434632.0,,,,,
WW GRAINGER INC,0.1735731877168068,Add 40.38%,268197.0,1360.4000007457205,364855199.0,,,,,
OSCAR HEALTH INC,0.1730217585285936,Add 94.08%,12752317.0,28.52000001254674,363696081.0,,32.040000915527344,12.342219149481275,10.6899995803833,33.47999954223633
HEWLETT PACKARD ENTERPRISE C,0.17284316789320223,Reduce 24.94%,4977832.0,72.98773421843083,363320679.0,,53.45000076293945,-26.768516196188095,19.621582932025888,64.06257161473991
CANADIAN IMPERIAL BANK OF CO,0.17110524479102066,Add 7.77%,3126500.0,115.03838829361906,359667521.0,,116.48999786376953,1.2618479723876526,71.50882478494474,124.86000061035156
WATERS CORP,0.16925467222576857,Reduce 7.47%,948639.0,375.04000046382237,355777571.0,,410.70001220703125,9.508322232057157,282.7699890136719,421.739990234375
PALO ALTO NETWORKS INC,0.1692529205816124,Reduce 24.78%,1043264.0,341.01999973161156,355773889.0,,357.8699951171875,4.941057826179451,139.57000732421875,398.8800048828125
NEXTERA ENERGY INC,0.16877456045393077,Add 5.33%,6280532.0,56.486992503182854,354768364.0,,83.6500015258789,48.08719285447089,67.81184278781012,98.03196328840686
NATERA INC,0.16519962980047562,Add 160.36%,1279255.0,271.45000019542624,347253770.0,,332.0299987792969,22.317184947598818,157.4250030517578,333.55999755859375
CATERPILLAR INC,0.1651340259219371,Add 19.70%,325961.0,1064.9000003067852,347115869.0,,827.9000244140625,-22.25560858526113,406.85762326836976,1071.4723093369823
MEDTRONIC PLC,0.16363276364632612,Add 358.85%,4396781.0,78.23000008415248,343960178.0,,93.3499984741211,19.327621594917478,72.65447002253417,103.76283615785873
UNITY SOFTWARE INC,0.16210107594920312,Add 0.71%,67921860.0,5.016654903149001,340740532.0,,46.93000030517578,835.4839272623154,16.780000686645508,52.150001525878906
OREILLY AUTOMOTIVE INC,0.161679281273302,Reduce 16.97%,3690454.0,92.09000003793571,339853909.0,,89.11000061035156,-3.2359641941107187,82.58999633789062,108.72000122070312
ISHARES INC,0.16018618017517577,Add 594.57%,9171962.0,36.71137898303547,336715373.0,,62.720001220703125,70.84621432958532,34.400001525878906,109.83000183105469
DOORDASH INC,0.1588577911912656,"Add 7,678.93%",157473611.0,2.120501739177112,333923066.0,,223.49000549316406,10439.487016874235,143.3000030517578,285.5
KKR &AMP; CO INC,0.157814916398956,Reduce 9.77%,3614414.0,91.7800000221336,331730917.0,,,,,
ROYAL BK CDA,0.15765305915073158,Add 14.01%,1602000.0,206.86060486891387,331390689.0,,,,,
TEXAS INSTRS INC,0.15760964910792727,Reduce 75.72%,1111482.0,298.0700002339219,331299440.0,,,,,
PLANET LABS PBC,0.15696056266575198,Add 20.13%,9958800.0,33.13,329935044.0,,22.290000915527344,-32.719586732486135,6.255000114440918,51.7599983215332
THERMO FISHER SCIENTIFIC INC,0.15330103359377378,Add 111.46%,642737.0,501.3599995021292,322242622.0,,629.27001953125,25.51260973275503,434.8341016176903,642.7097244270524
IREN LIMITED,0.15270626619824448,Reduce 48.51%,7019296.0,45.72999998860285,320992406.0,,41.880001068115234,-8.4189786167661,18.8700008392334,76.87000274658203
SHOPIFY INC,0.15203831413937807,Add 92.42%,2798985.0,114.18008813909327,319588354.0,,149.25,30.71456015884735,94.0,182.19000244140625
ARM HOLDINGS PLC,0.150169902586465,Reduce 31.04%,890264.0,354.5699994608341,315660906.0,,243.32000732421875,-31.376030771295994,100.0199966430664,452.70001220703125
APPLIED MATLS INC,0.14987590324408517,Reduce 59.40%,435744.0,723.0,315042912.0,,,,,
GILEAD SCIENCES INC,0.14936365056218917,"Add 1,024.89%",2485089.0,126.33999989537598,313966144.0,,146.1199951171875,15.656162132492973,106.44034949748199,155.3805941192722
MARA HOLDINGS INC,0.1487454262632357,Add 68.34%,106947769.0,2.9235450530997054,312666621.0,,11.260000228881836,285.1488526555579,6.659999847412109,23.450000762939453
VERTIV HOLDINGS CO,0.1483027807422177,Add 61.27%,931056.0,334.8199990118747,311736169.0,,261.95001220703125,-21.76392898270663,118.56939204767133,379.8559491193527
SALESFORCE INC,0.14795965258614785,Add 2.49%,1985286.0,156.66000012088938,311014905.0,,209.1699981689453,33.518446321674766,146.32000732421875,267.74756558580185
PFIZER INC,0.14756323819697437,Reduce 41.25%,12881297.0,24.080000018631665,310181632.0,,28.06999969482422,16.56976608432446,22.034658835373435,28.440000534057617
ETSY INC,0.14739753513360643,Add 21.29%,221924493.0,1.39612043633237,309833320.0,,81.02999877929688,5703.940453172073,44.0,87.9739990234375
EXXON MOBIL CORP,0.14710063715791769,Add 4.43%,2261624.0,136.71999987619515,309209233.0,,165.11000061035156,20.765067846594924,105.29816999741539,174.09340787768787
L3HARRIS TECHNOLOGIES INC,0.14601240372571964,"Add 4,815.77%",1056202.0,290.58999982957806,306921739.0,,266.7300109863281,-8.210877475908694,262.67999267578125,376.3886678088942
EXELIXIS INC,0.1437045411902211,Add 54.08%,5551747.0,54.40999995136666,302070554.0,,54.08000183105469,-0.6065027028247243,33.7599983215332,57.56999969482422
CLEANSPARK INC,0.14348767841449322,Add 78.37%,105189640.0,2.8673422877005756,301614703.0,,11.979999542236328,317.808490936864,8.0,23.610000610351562
UBER TECHNOLOGIES INC,0.14137410090349847,Reduce 14.05%,4118236.0,72.16000005827738,297171910.0,,78.80000305175781,9.201777976881766,65.41000366210938,101.98999786376953
EQUINIX INC,0.14098875393682608,Add 18.36%,284310.0,1042.3900003517288,296361901.0,,1065.3900146484375,2.206469199526852,709.7948780591765,1118.6549839367933
WAYFAIR INC,0.14079347939036554,Reduce 68.61%,29482011.0,10.03837319645529,295951429.0,,101.5199966430664,911.3192113530381,55.599998474121094,119.9800033569336
DISNEY WALT CO,0.13912496602040234,Reduce 3.00%,3038381.0,96.25000024684199,292444172.0,,,,,
CME GROUP INC,0.1389884476702468,Add 640.09%,1322996.0,220.83000024187527,292157207.0,,274.9800109863281,24.521129685795547,218.30999755859375,319.81669858888057
HUT 8 CORP,0.13630403444739347,Reduce 19.27%,2482031.0,115.43550543889259,286514503.0,,80.86000061035156,-29.95222717402494,21.0,140.8000030517578
COREWEAVE INC,0.13575038644648493,Reduce 22.62%,2866694.0,99.54000008372013,285350721.0,,87.8499984741211,-11.744024110676033,60.54999923706055,153.1999969482422
GENERAC HLDGS INC,0.1353142146825764,Reduce 30.82%,971394.0,292.8099998558772,284433877.0,,,,,
CENTERPOINT ENERGY INC,0.1349740003832302,Add 25.85%,219613302.0,1.2919014258981454,283718738.0,,38.77000045776367,2901.0029929961797,35.7861147204755,44.99112522252598
WALMART INC,0.13446549361281862,Add 38.54%,2495584.0,113.26000006411326,282649844.0,,103.69999694824219,-8.440758529453845,94.8498413916635,135.16000366210938
NEBIUS GROUP N.V.,0.13256382651045082,Add 18.50%,1008989.0,276.16999987115815,278652492.0,,,,,
CBRE GROUP INC,0.132270599756368,Add 386.71%,2064267.0,134.6899998885803,278036122.0,,,,,
DIGITAL RLTY TR INC,0.13176298736157116,Add 42.85%,1542316.0,179.5800004668304,276969108.0,,,,,
NEWMONT CORP,0.13113198919047292,Add 107.56%,2951207.0,93.40000006776889,275642734.0,,,,,
MONGODB INC,0.13062231116859133,Reduce 22.01%,817420.0,335.9,274571378.0,,,,,
JOHNSON CONTROLS INTERNATION,0.13050970404564302,"Add 1,270.64%",1877590.0,146.11000005325977,274334675.0,,,,,
ELASTIC N V,0.12999061938065992,Add 37.19%,4792065.0,57.019999937396506,273243546.0,,,,,
BRIDGEBIO PHARMA INC,0.1298213768733697,Reduce 94.39%,3663907.0,74.48000017467692,272887794.0,,,,,
SHELL PLC,0.12922207575464426,Add 17.41%,3503070.0,77.54000005709278,271628048.0,,,,,
TJX COS INC NEW,0.1289906189572492,Add 63.74%,1789713.0,151.5000002793744,271141520.0,,,,,
FISERV INC,0.12850132128182334,Reduce 22.94%,5506891.0,49.0500000817158,270113004.0,,,,,
ROBLOX CORP,0.1279970390089964,Reduce 16.82%,4947646.0,54.380000105100486,269052990.0,,,,,
DOW HLDGS INC,0.12797686275144426,Add 49.42%,9832258.0,27.360000012204726,269010579.0,,,,,
ROSS STORES INC,0.12639777171954333,Reduce 65.04%,1248256.0,212.8500003204471,265691290.0,,,,,
CREDO TECHNOLOGY GROUP HOLDI,0.12280142410023638,Add 15.69%,949188.0,271.9500004214128,258131677.0,,,,,
APPLOVIN CORP,0.12208893213575445,Reduce 18.86%,498096.0,515.2299978317433,256634001.0,,,,,
LIBERTY LIVE HOLDINGS INC,0.11999855701171905,Add 4.35%,2430794.0,103.76855463687997,252239980.0,,,,,
INVESCO EXCH TRADED FD TR II,0.11966395872520919,Add 3.05%,10708508.0,23.4894203749019,251536646.0,,,,,
MORGAN STANLEY,0.11914501202242199,Reduce 41.40%,1198076.0,209.03999996661312,250445807.0,,,,,
CUMMINS INC,0.1171557275080996,Reduce 17.46%,345290.0,713.2100002896117,246264281.0,,,,,
INTERDIGITAL INC,0.1155235747884622,Add 0.09%,52024107.0,4.667710202118414,242833455.0,,,,,
S&AMP;P GLOBAL INC,0.11502593896335545,Add 82.03%,593693.0,407.26000138118525,241787412.0,,,,,
ICON PUB LTD CO,0.11493836912457185,Buy 100%,1390843.0,173.71000033792455,241603338.0,,,,,
PARKER-HANNIFIN CORP,0.1147378758012528,Add 156.78%,246577.0,978.1200030822015,241181896.0,,,,,
EXPAND ENERGY CORPORATION,0.11470393662533084,Add 87.83%,2644046.0,91.19000009833414,241110555.0,,,,,
ALBEMARLE CORP,0.11462149517438087,Reduce 29.80%,3507301.0,68.69591774415711,240937261.0,,,,,
ROGERS COMMUNICATIONS INC,0.11436023901840411,Reduce 3.54%,7396595.0,32.499831882102505,240388094.0,,,,,
MAXLINEAR INC,0.11337103818054171,"Add 7,084.46%",1861351.0,128.03000025250478,238308769.0,,,,,
CAMECO CORP,0.11255020830947685,Add 71.32%,2322963.0,101.8455154042488,236583364.0,,,,,
CHEESECAKE FACTORY INC,0.1124581228253021,Add 203.89%,61490524.0,3.8443288920419674,236389798.0,,,,,
ZOOM COMMUNICATIONS INC,0.1123743593159301,Add 287.82%,2736806.0,86.30999968576509,236213725.0,,,,,
WEC ENERGY GROUP INC,0.11235469399423449,Reduce 9.87%,187342614.0,1.2606442440266152,236172388.0,,,,,
MAKEMYTRIP LIMITED MAURITIUS,0.11233949198744195,Add 282.14%,214517000.0,1.1008005565992438,236140433.0,,,,,
DRAFTKINGS INC NEW,0.11198203526799907,Add 75.10%,206562126.0,1.1395557092591118,235389050.0,,,,,
CVS HEALTH CORP,0.11113788169838881,Reduce 11.87%,2258237.0,103.45000015498816,233614618.0,,,,,
NIKE INC,0.11066113905852115,Add 108.81%,5666565.0,41.04999995588156,232612493.0,,,,,
VIPER ENERGY INC,0.11026536976154643,Add 3.28%,5466523.0,42.400000146345306,231780576.0,,,,,
UNILEVER PLC,0.10962193310915894,"Add 1,241.12%",3832802.0,60.11999993738262,230428056.0,,,,,
SAP SE,0.10870065201179925,Reduce 65.21%,1482652.0,154.1100001888508,228491500.0,,,,,
ASML HLDG NV,0.10863802668949696,Reduce 79.14%,114786.0,1989.4400013938982,228359860.0,,,,,
BLACKSTONE INC,0.10715371330751756,Reduce 50.81%,1914165.0,117.67000023508945,225239796.0,,,,,
