Stock,% of Portfolio,RecentActivity,Shares,ReportedPrice*,Value, ,Current Price,+/-Reported Price,52Week Low,52Week High
ARGAN INC,0.712996726460642,Add 6.14%,648379.0,798.5499993059615,517763050.0,,501.6300048828125,-37.18239242141495,196.06425305913442,805.0899269213769
ISHARES TR,0.7095961710148915,Add 47.11%,5308783.0,97.06436277391636,515293639.0,,,,,
NETFLIX INC.,0.6674054207668402,"Add 275,718.12%",6787884.0,71.40010259456407,484655614.0,,79.58999633789062,11.470422934588436,65.08000183105469,126.70999908447266
CHEVRON CORPORATION,0.6552337242412732,Add 42.43%,2870517.0,165.75996135887718,475816787.0,,205.27000427246094,23.835697468608167,142.5104657070619,210.92053767232753
TESLA INC,0.6434642427518403,Add 425.80%,1110960.0,420.600237632318,467270040.0,,362.8599853515625,-13.728059833202257,297.3800048828125,498.8299865722656
ADVANCED MICRO DEVICES INC,0.6387108027154319,Add 282.45%,829697.0,559.0211764053624,463818193.0,,473.25,-15.343099693806103,149.22000122070312,584.72998046875
APPLE INC,0.6321565167378641,Reduce 48.42%,1586526.0,289.34830566911603,459058610.0,,309.3500061035156,6.912672389128319,223.86305742355088,344.2730974331505
CORCEPT THERAPEUTICS INC,0.6300082094994496,Reduce 7.41%,5261628.0,86.95000007602209,457498555.0,,122.25,40.59804473043637,28.65999984741211,123.43609619140625
ETSY INC,0.6214172678615101,Add 0.47%,5990442.0,75.33000002337056,451259996.0,,81.02999877929688,7.566704837591843,44.0,87.9739990234375
SEAGATE TECHNOLOGY HLDNGS PL,0.6077644979159108,Add 47.30%,457353.0,965.0,441345645.0,,,,,
FRANCO NEV CORP,0.5846703799748005,Reduce 8.20%,2036918.0,208.44000003927502,424575188.0,,265.739990234375,27.489920449195598,179.64144644030515,284.59501209520727
TEXAS INSTRS INC,0.5755111457268163,Add 64.70%,1402100.0,298.07,417923947.0,,,,,
WAYFAIR INC,0.5745462372532509,Reduce 9.21%,4514426.0,92.42000001772097,417223251.0,,101.5199966430664,9.846349949795036,55.599998474121094,119.9800033569336
TAIWAN SEMICONDUCTOR MANUFAC,0.5583957846426331,Add 49.50%,849080.0,477.5700004710981,405495136.0,,418.95001220703125,-12.274637897322128,223.16196493273623,479.0
INCYTE CORP,0.5482607424003664,Reduce 3.82%,3512132.0,113.36000013666913,398135284.0,,127.80999755859375,12.746998416110983,81.08999633789062,132.60000610351562
NEUROCRINE BIOSCIENCES INC,0.5421260514780064,Reduce 3.43%,2335897.0,168.53500047305167,393680402.0,,152.57000732421875,-9.472805710399413,122.13999938964844,186.1199951171875
ROBLOX CORP,0.5102720637870946,Reduce 4.38%,6814063.0,54.37999531263506,370548714.0,,38.369998931884766,-29.440966827428927,33.880001068115234,142.0
WESTERN DIGITAL CORP,0.4727414142938708,Reduce 53.11%,537473.0,638.7200008186458,343294755.0,,459.44000244140625,-28.068636984509144,74.3684629906989,799.8699951171875
ALKERMES PLC,0.4661666829361281,Add 4.88%,6460928.0,52.395000377654725,338520325.0,,48.33000183105469,-7.7583710607885905,25.170000076293945,55.66999816894531
CARVANA CO,0.46429294860184855,Add 326.44%,5122450.0,65.82,337159659.0,,69.91000366210938,6.213922306456066,54.4640007019043,97.37799835205078
BROADCOM INC,0.4420733867207498,Add 7.06%,849835.0,377.7489583272047,321024286.0,,368.45001220703125,-2.4616735308423423,285.08119233248743,494.21781760890264
PETROLEO BRASILEIRO S A,0.4148827386567724,Add 60.28%,19667500.0,15.318622905809075,301279016.0,,,,,
EVERPURE INC,0.3965800706788968,Reduce 2.78%,3655134.0,78.7900000383023,287988008.0,,108.55000305175781,37.77129457924641,55.470001220703125,119.0999984741211
GILEAD SCIENCES INC,0.38577732503687534,Add 3.01%,2217376.0,126.34000007215737,280143284.0,,146.1199951171875,15.656161970660962,106.44034949748199,155.3805941192722
DELL TECHNOLOGIES INC,0.38422395261031367,Reduce 10.38%,646677.0,431.45999935052583,279015258.0,,442.0799865722656,2.4614071380257716,109.6987412978457,514.0
MCKESSON CORP,0.3757154741434533,Add 207.97%,361086.0,755.6000011077693,272836582.0,,858.9000244140625,13.67125769651233,670.6503422138215,997.8966126895185
AUTOZONE INC,0.37083144504209126,Add 146.45%,84260.0,3195.939995252789,269289904.0,,2957.949951171875,-7.44663680902712,2902.199951171875,4388.10986328125
TJX COS INC NEW,0.36079837218833344,Add 625.12%,1729400.0,151.5,262004100.0,,,,,
SELECT SECTOR SPDR TR,0.34852182957194844,Reduce 42.50%,3020380.0,83.79380607738099,253089136.0,,,,,
REDDIT INC,0.3466151405402239,Reduce 7.39%,1450078.0,173.57999983449167,251704539.0,,153.2899932861328,-11.689138476613294,119.2699966430664,282.95001220703125
CBOE GLOBAL MKTS INC,0.34299813149189984,Reduce 6.73%,1026406.0,242.66999998051455,249077944.0,,,,,
MEDTRONIC PLC,0.34125535665480033,Buy 100%,3167741.0,78.22999986425658,247812378.0,,93.3499984741211,19.327621930334253,72.65447002253417,103.76283615785873
MICRON TECHNOLOGY INC,0.3363148373274307,Reduce 90.22%,211580.0,1154.289999054731,244224678.0,,966.780029296875,-16.24461529697141,114.06692085746202,1254.8069810301963
NOVA LTD,0.33539303256807385,Reduce 12.19%,448586.0,542.9400003566764,243555283.0,,8.9399995803833,-98.35340929485574,6.199999809265137,11.970000267028809
CREDO TECHNOLOGY GROUP HOLDI,0.31616256130750053,Add 133.00%,844238.0,271.94999988155,229590524.0,,,,,
STRATEGY INC,0.30569946483626215,Add 19.84%,2553692.0,86.93000017229956,221992446.0,,119.25,37.17933942671184,81.80999755859375,365.2099914550781
AIRBNB INC,0.3039911815083726,Reduce 15.74%,1542641.0,143.0999999351761,220751927.0,,187.3000030517578,30.887493456746462,110.80999755859375,189.1999969482422
ROBINHOOD MKTS INC,0.3032985806563674,Reduce 56.97%,2196340.0,100.27999990893942,220248975.0,,,,,
MEDPACE HLDGS INC,0.3030813806810549,Reduce 17.65%,415588.0,529.5900001924983,220091249.0,,,,,
ALLISON TRANSMISSION HLDGS I,0.3010312971967399,Reduce 14.22%,1938997.0,112.74000011346072,218602522.0,,,,,
CONOCOPHILLIPS,0.28953684579917127,Buy 100%,2022465.0,103.96001710783624,210255496.0,,134.8699951171875,29.732563411651604,82.95472375272149,135.8800048828125
SHELL PLC,0.28781530265005834,Buy 100%,2695452.0,77.53999997032038,209005348.0,,93.33000183105469,20.36368566775622,66.7934455566561,94.69999694824219
ZOOM COMMUNICATIONS INC,0.28295866625445765,Reduce 3.18%,2380704.0,86.30999989918948,205478562.0,,107.43000030517578,24.4699344579476,70.69999694824219,114.73999786376953
BLOOM ENERGY CORP,0.28165847392668186,Add 26.09%,675700.0,302.7,204534390.0,,201.4499969482422,-33.448960373887616,44.63999938964844,351.2799987792969
INTUITIVE SURGICAL INC,0.2762429090070598,Add 261.85%,504430.0,397.67999920702573,200601722.0,,378.80999755859375,-4.745021546484304,328.57000732421875,603.8800048828125
INTUIT,0.2749702457151213,Buy 100%,765048.0,261.0000169923979,199677541.0,,378.80999755859375,45.13792064987769,328.57000732421875,603.8800048828125
SUPER MICRO COMPUTER INC,0.27406703417480677,"Add 11,323.57%",6785600.0,29.33,199021648.0,,37.2400016784668,26.968979469712917,19.479999542236328,58.779998779296875
DROPBOX INC,0.27287970111675636,Reduce 6.57%,7213667.0,27.46999993207338,198159432.0,,34.470001220703125,25.482349129738047,21.69499969482422,36.29999923706055
MERCADOLIBRE,0.27228691178226017,Reduce 3.18%,116490.0,1697.3899991415572,197728961.0,,1922.72998046875,13.275675091826683,1495.0,2548.5
ROKU INC,0.27094267106924463,Reduce 9.00%,1424300.0,138.14,196752802.0,,157.49000549316406,14.007532570699347,78.52999877929688,159.69000244140625
NEWMONT CORP,0.25968803391473505,Add 20.79%,2019057.0,93.40000009905614,188579924.0,,131.5800018310547,40.87794613651652,68.32355348582931,134.2940212296047
BP PLC,0.2581674261497549,Add 230.97%,5073767.0,36.95000006898228,187475691.0,,44.7599983215332,21.13666640858017,31.116968357758626,47.144643011580946
ENOVA INTL INC,0.2576748394210663,Add 3.63%,777294.0,240.7300004888755,187117985.0,,,,,
BLACKSTONE INC,0.2544514125478055,Add 9.70%,1570300.0,117.67,184777201.0,,143.3800048828125,21.849243547898784,99.778211592923,182.6796063633474
MURPHY USA INC,0.25243630667893086,Add 46.72%,340182.0,538.869999000535,183313874.0,,569.719970703125,5.724937695512597,348.2625393340363,636.0499877929688
CLEAR SECURE INC,0.25146132768167584,Reduce 2.27%,3276617.0,55.72999987487094,182605865.0,,43.290000915527344,-22.321907387896626,29.02647286729101,69.06999969482422
SCHWAB CHARLES CORP,0.24283413326011105,Buy 100%,1911141.0,92.26999996337267,176340980.0,,,,,
KENVUE INC,0.23749547089695608,Add 117.91%,9024812.0,19.109999964542197,172464157.0,,19.059999465942383,-0.2616457283756589,13.376313464808804,20.78003867146364
CHENIERE ENERGY INC,0.23676770377071857,Add 128.92%,719366.0,239.0100004726384,171935668.0,,277.510009765625,16.108116487533344,184.87842793621542,299.54404568207144
LUMENTUM HLDGS INC,0.23589660966839282,Reduce 1.58%,199640.0,858.0599979963935,171303098.0,,,,,
LOGITECH INTL S A,0.235522324395895,Reduce 12.25%,1818708.0,94.03999982405092,171031300.0,,,,,
VIRTU FINL INC,0.23529018457216075,Reduce 2.07%,2868268.0,59.57000008367419,170862725.0,,,,,
SPROUTS FMRS MKT INC,0.23456135296967387,Reduce 17.38%,2013874.0,84.58000003972442,170333463.0,,,,,
TENARIS S A,0.23352361807120448,Reduce 4.49%,3056044.0,55.490000143976985,169579882.0,,52.65999984741211,-5.100018542479767,32.99954862420192,64.5999984741211
NIKE INC,0.23008345667278945,"Add 1,191.72%",4070200.0,41.05,167081710.0,,40.7599983215332,-0.7064596308569892,38.86000061035156,78.02881101869576
KIMBERLY-CLARK CORP,0.2266812391017698,Add 13.81%,1499600.0,109.77,164611092.0,,109.30999755859375,-0.4190602545378938,91.16777681423233,128.1077508247477
DOORDASH INC,0.22602538127083455,Reduce 37.64%,889475.0,184.53000028106467,164134822.0,,223.49000549316406,21.113100933592328,143.3000030517578,285.5
STATE STR SPDR S&AMP;P 500 ETF T,0.22525102506248773,Buy 100%,219040.0,746.7700009130753,163572501.0,,,,,
WARNER BROS DISCOVERY INC,0.22333646882143213,Add 58.13%,6083353.0,26.66000000328766,162182191.0,,28.549999237060547,7.089269443135093,11.25,30.0
VANECK ETF TRUST,0.2221680415776487,Add 86.22%,1977378.0,81.58971324653152,161333704.0,,40.349998474121094,-50.54523803484942,33.43000030517578,45.76716083900743
SPDR SERIES TRUST,0.22160299197092523,Add 222.95%,2860347.0,56.260089073108965,160923377.0,,25.065000534057617,-55.44798995699046,24.277923583984375,25.06999969482422
GENERAL DYNAMICS CORP,0.22133087713937147,"Add 1,403.38%",453720.0,354.2400004408005,160725773.0,,384.2900085449219,8.482951690020466,305.42578602709887,400.0
VERTEX PHARMACEUTICALS INC,0.21889594073606694,Reduce 24.11%,320008.0,496.7300004999875,158957574.0,,548.0499877929688,10.331565889180178,374.1700134277344,555.3099975585938
NATIONAL GRID PLC,0.216173334101838,Reduce 12.66%,1894298.0,82.86999986274598,156980475.0,,79.76000213623047,-3.7528631973771827,64.86536053991557,92.21545127545475
NEW YORK TIMES CO MTN BE,0.21535757073133868,Reduce 18.92%,2234754.0,69.98000003579813,156388085.0,,,,,
INTERCONTINENTAL EXCHANGE IN,0.21518417539961496,Buy 100%,1269289.0,123.11000016544695,156262169.0,,161.25,30.980423835023057,121.79000091552734,179.35732808146108
BRINKER INTL INC,0.2112820381943075,Reduce 0.97%,913265.0,168.0,153428520.0,,,,,
UNITEDHEALTH GROUP INC,0.2100612147580088,Reduce 68.32%,367014.0,415.629877879318,152541984.0,,390.1099853515625,-6.140052456759476,254.516344356629,461.6199951171875
LOCKHEED MARTIN CORP,0.20943053667897613,Add 53.37%,298520.0,509.45999933002815,152083999.0,,563.5700073242188,10.621051322056422,432.1287818014613,687.4992440281471
COMFORT SYS USA INC,0.20786248329342982,Add 34.42%,76160.0,1981.95,150945312.0,,1655.6099853515625,-16.465602797670854,668.8204079334865,2072.104422292885
INVESCO QQQ TR,0.20747983368879877,Buy 100%,204600.0,736.4,150667440.0,,713.4400024414062,-3.117870390900832,554.990063621082,747.828194840854
MARVELL TECHNOLOGY INC,0.20733333118589134,Buy 100%,505425.0,297.88999950536675,150561053.0,,237.0399932861328,-20.42700537791557,61.30937021388269,329.79864574979393
CME GROUP INC,0.20680201294492423,"Add 1,854.16%",680049.0,220.83000048525915,150175221.0,,274.9800109863281,24.521129548556786,218.30999755859375,319.81669858888057
HECLA MINING COMPANY,0.20677485847252788,Add 149.52%,9731400.0,15.43,150155502.0,,20.719999313354492,34.28385815524623,7.564502878418626,34.15539542998087
FRONTDOOR INC,0.20060380735496763,Add 1.50%,1877487.0,77.58999982423313,145674216.0,,82.58999633789062,6.444124919427928,48.470001220703125,93.43000030517578
NOVO-NORDISK A S,0.20019075063511857,Reduce 10.74%,3032421.0,47.940000085740074,145374263.0,,46.7400016784668,-2.5031255843285263,34.14539805400969,61.10931574755392
ILLUMINA INC,0.20015522219108867,Reduce 15.01%,826642.0,175.8300001693599,145348463.0,,219.39999389648438,24.77961308375008,88.0,220.42999267578125
DANAHER CORP DEL,0.19951830184706426,Add 12.05%,760636.0,190.479999631887,144885945.0,,,,,
ALAMOS GOLD INC,0.19940953936497408,Reduce 6.75%,4772807.0,30.339999920382283,144806964.0,,37.86000061035156,24.7857637102938,27.049999237060547,55.29806379550237
CENTENE CORP DEL,0.19379654370812063,Add 30.14%,2192412.0,64.18999987228678,140730926.0,,,,,
PERMIAN RESOURCES CORP,0.19284259259227407,Reduce 2.90%,7606637.0,18.409999977651097,140038187.0,,23.75,29.005975170186964,11.595171601491543,24.09000015258789
DAVE INC,0.18849542857577653,Reduce 14.92%,367378.0,372.5899999455602,136881369.0,,354.7200012207031,-4.796156291759863,152.2100067138672,458.25
DOCUSIGN INC,0.18809999010836617,Reduce 3.00%,3075061.0,44.42000012357479,136594210.0,,62.0,39.57676683367471,40.15999984741211,86.6500015258789
MATCH GROUP INC NEW,0.18805770712875614,Add 12.36%,3589054.0,38.050000083587484,136563505.0,,40.869998931884766,7.4112978767473425,28.478711837933563,41.400001525878906
JAZZ PHARMACEUTICALS PLC,0.18651432122452408,Reduce 31.40%,562073.0,240.9700003380344,135442731.0,,254.27999877929688,5.523508495908669,121.4000015258789,265.04998779296875
RIVIAN AUTOMOTIVE INC,0.18157577110936232,Reduce 30.39%,7599796.0,17.350000052632993,131856461.0,,16.969999313354492,-2.1902059834335996,12.15999984741211,22.690000534057617
JFROG LTD,0.18087026572057394,Reduce 8.27%,1445248.0,90.87999983393854,131344138.0,,92.12999725341797,1.3754373038770895,34.04999923706055,99.22000122070312
NEW ORIENTAL ED &AMP; TECHNOLOGY,0.18063376884269589,Reduce 3.08%,2857164.0,45.90999991600062,131172399.0,,,,,
ROSS STORES INC,0.18047582700705375,"Add 1,390.87%",615728.0,212.85000032481875,131057705.0,,239.0399932861328,12.304436420646908,142.48134316237557,257.0
CARDINAL HEALTH INC,0.17995811836346445,Add 59.53%,550100.0,237.56,130681756.0,,229.50999450683594,-3.388619924719677,144.36856672113495,258.29998779296875
ALTRIA GROUP INC,0.1765016331597963,Add 6.26%,1781400.0,71.95,128171730.0,,66.08999633789062,-8.144549912591213,53.00584558458877,77.05999755859375
MOTOROLA SOLUTIONS INC,0.1754854687088961,Reduce 24.25%,306855.0,415.2900001629434,127433813.0,,480.4700012207031,15.695056715111292,357.3419958664831,493.57000732421875
CIRCLE INTERNET GROUP INC,0.1753411089292023,Add 13.49%,2033035.0,62.62999997540623,127328982.0,,87.9800033569336,40.475815729653355,49.900001525878906,159.47000122070312
THE TRADE DESK INC,0.1748383993481081,Add 29.07%,7022341.0,18.079999960127257,126963925.0,,13.180000305175781,-27.101768062819104,12.829999923706055,56.38999938964844
CAL MAINE FOODS INC,0.17408969247303657,Reduce 11.76%,1569268.0,80.55999994902082,126420230.0,,82.80000305175781,2.7805400994966343,70.97310595506872,114.10203367972531
JPMORGAN CHASE &AMP; CO,0.17384877657279835,Reduce 43.97%,385678.0,327.3333765472752,126245282.0,,,,,
NETEASE COM INC,0.17147970687516806,Reduce 28.71%,971788.0,128.13999967071007,124524914.0,,128.1699981689453,0.023410721330055635,105.43779586063293,156.40765284121997
NOVARTIS AG,0.17006905964446045,Reduce 29.12%,788033.0,156.72000030455578,123500532.0,,158.86000061035156,1.3654927907332142,117.97909907262819,165.4250050930179
PEABODY ENGR CORP,0.16917150098254682,Reduce 10.44%,5313527.0,23.11999995483226,122848744.0,,,,,
VISTRA CORP,0.1671703806515623,Reduce 27.94%,765275.0,158.62999967332004,121395573.0,,136.2100067138672,-14.133513840776784,132.47448547608124,218.90834935343653
COMMVAULT SYS INC,0.16568140972662648,Reduce 22.66%,848898.0,141.730000541879,120314314.0,,133.80999755859375,-5.588092113881719,71.75,198.17999267578125
COPA HOLDINGS SA,0.16558514554523457,Add 5.24%,772928.0,155.57000005175126,120244409.0,,,,,
CINEMARK HLDGS INC,0.16485424007310776,Reduce 5.55%,3772885.0,31.729999986747544,119713641.0,,36.599998474121094,15.348246105917331,21.46061040353827,38.97999954223633
LYFT INC,0.1647572639457638,Reduce 10.64%,8189132.0,14.61000005861427,119643219.0,,17.469999313354492,19.575627948433336,12.460000038146973,25.540000915527344
CAPITAL ONE FINL CORP,0.163413673210484,Reduce 19.97%,591504.0,200.6199991885093,118667532.0,,,,,
RIO TINTO PLC,0.15877906480278375,Add 25.76%,1214600.0,94.93,115301978.0,,105.30000305175781,10.923841832674396,58.18929135280634,110.16101979834873
NUTANIX INC,0.15850526168160278,Reduce 17.11%,2258696.0,50.95999992916267,115103148.0,,67.63999938964844,32.731553146922934,34.0099983215332,82.41999816894531
REDWIRE CORPORATION,0.1583058383219485,Buy 100%,9399700.0,12.23,114958331.0,,12.020000457763672,-1.7170853821449596,4.869999885559082,26.639999389648438
GE AEROSPACE,0.15789448228536987,Reduce 25.91%,306797.0,373.73120662848726,114659613.0,,348.3699951171875,-6.785949650843695,265.0240933710656,388.8399963378906
CHIPOTLE MEXICAN GRILL INC,0.1575367012144883,Add 272.57%,3364700.0,34.0,114399800.0,,36.900001525878906,8.529416252585019,28.040000915527344,43.720001220703125
BLACKROCK INC,0.15720374598814046,Buy 100%,118722.0,961.5573777395933,114158015.0,,1156.550048828125,20.278838850669096,912.2493207582107,1200.544098778344
CHUNGHWA TELECOM CO LTD,0.15639255724907783,Reduce 7.21%,2565950.0,44.26,113568947.0,,43.380001068115234,-1.9882488293826563,37.788731837568925,44.71538170332022
OTIS WORLDWIDE CORP,0.15619945464748936,Reduce 6.33%,1584200.0,71.6,113428720.0,,71.48999786376953,-0.15363426847830036,68.74332533380222,93.42918153424849
CANADIAN NAT RES LTD MED TER,0.15554056725931126,Buy 100%,2859500.0,39.5,112950250.0,,,,,
MONDAY COM LTD,0.15520045401544144,Reduce 28.65%,1556890.0,72.38999993576938,112703267.0,,90.7300033569336,25.33499576935632,57.5,220.8000030517578
DEXCOM INC,0.15124942113330567,Add 3.02%,1630796.0,67.35000024527899,109834111.0,,92.33999633789062,37.10467112338778,54.11000061035156,92.55999755859375
ROYALTY PHARMA PLC,0.14946775917485108,Add 144.75%,1935800.0,56.07,108540306.0,,61.310001373291016,9.34546348009812,33.43264278491696,62.130001068115234
WYNN RESORTS LTD,0.1483742322256115,Reduce 10.50%,1109756.0,97.08999996395605,107746210.0,,100.27999877929688,3.285610069548967,92.2940550060035,133.74717994037627
BARRICK MNG CORP,0.14705748199043198,Reduce 46.91%,2907433.0,36.72999996904486,106790014.0,,,,,
DR REDDYS LABS LTD,0.14660087538521677,Reduce 6.52%,7347028.0,14.490000038110649,106458436.0,,,,,
UBIQUITI INC,0.14586167718867338,Reduce 9.41%,198344.0,534.0299983866414,105921646.0,,559.0,4.675767595227888,437.6543638377323,1098.578015517358
PERDOCEO ED CORP,0.14540834801356636,Reduce 5.78%,3299764.0,32.0,105592448.0,,33.02000045776367,3.1875014305114746,26.27536968388922,38.32164850297544
TERADYNE INC,0.14531616134080905,Add 32.26%,218100.0,483.84,105525504.0,,375.739990234375,-22.342098579204897,109.34009553497228,487.9100036621094
TRAVERE THERAPEUTICS INC,0.14340439229241686,Reduce 6.80%,1833079.0,56.8100000054553,104137218.0,,65.70999908447266,15.666254318188196,17.049999237060547,66.37999725341797
BLACKBERRY LTD,0.14274333739373865,Add 131.11%,8194243.0,12.650000006101845,103657174.0,,8.039999961853027,-36.44268807925013,3.119999885559082,13.59000015258789
NORTHROP GRUMMAN CORP,0.14264183896367397,"Add 1,933.80%",203380.0,509.31000098338086,103583468.0,,551.030029296875,8.191480283705541,479.0199890136719,770.6083982498394
HP INC,0.1420280479121273,Reduce 36.73%,4700900.0,21.94,103137746.0,,43.54999923706055,98.49589442598243,17.47155466429972,45.0
ILLINOIS TOOL WKS INC,0.141965527490135,Reduce 42.23%,381160.0,270.469999475286,103092345.0,,,,,
BOSTON SCIENTIFIC CORP,0.14176175946998015,Reduce 23.48%,2412005.0,42.679999834162864,102944373.0,,,,,
RYANAIR HOLDINGS PLC,0.1397173329952804,Reduce 13.76%,1566946.0,64.75000031909204,101459754.0,,,,,
T-MOBILE US INC,0.13964982619748065,Add 115.31%,604607.0,167.72999981806365,101410732.0,,,,,
PAN AMERN SILVER CORP,0.13949928061272548,Add 73.68%,2261697.0,44.79000016359397,101301409.0,,,,,
VANGUARD INDEX FDS,0.1392279066456247,Add 105.79%,454265.0,222.56687836395056,101104343.0,,,,,
ZOETIS INC,0.13886545454830324,Add 456.87%,1403300.0,71.86,100841138.0,,,,,
LEGENCE CORP,0.13854095316373446,Add 103.62%,1180400.0,85.23,100605492.0,,,,,
TORO CO,0.13791062348378477,Add 1.75%,1028000.0,97.42,100147760.0,,,,,
GRUPO AEROPORTUNARIO DEL PAC,0.13641477684097908,Reduce 5.89%,391300.0,253.16,99061508.0,,,,,
TORONTO DOMINION BK ONT,0.13632931853944388,Add 747.66%,815280.0,121.42999950937102,98999450.0,,,,,
WILLIAMS SONOMA INC,0.13478595191421244,Reduce 38.30%,419900.0,233.1,97878690.0,,,,,
GENMAB A/S,0.13307377009697996,Reduce 20.31%,3517850.0,27.470000142132267,96635340.0,,,,,
BROOKDALE SR LIVING INC,0.13191137855746718,Reduce 22.31%,5953464.0,16.090000040312663,95791236.0,,,,,
VERALTO CORP,0.13171722800448693,Reduce 22.52%,1078600.0,88.68,95650248.0,,,,,
CORVEL CORP,0.1316841342228231,Reduce 5.46%,1529530.0,62.52000026151824,95626216.0,,,,,
MICROCHIP TECHNOLOGY INC.,0.13136048249135382,"Add 3,588.66%",1045956.0,91.19999980878737,95391187.0,,,,,
THE CIGNA GROUP,0.1311621525264499,Add 57.81%,345499.0,275.6799990738034,95247164.0,,,,,
MCDONALDS CORP,0.13070558585630745,Reduce 35.31%,351136.0,270.3101220040098,94915615.0,,,,,
TARGET CORP,0.1305059118696449,Add 76.76%,725600.0,130.61,94770616.0,,,,,
OSCAR HEALTH INC,0.12899571063379395,Buy 100%,3284500.0,28.52,93673940.0,,,,,
DUKE ENERGY CORP NEW,0.12891074394677496,"Add 26,312.50%",739550.0,126.58,93612239.0,,,,,
XYLEM INC,0.12867573017487444,Reduce 0.16%,790471.0,118.21000011385617,93441577.0,,,,,
FORGENT POWER SOLUTIONS INC,0.12843868797669264,Buy 100%,1669700.0,55.86,93269442.0,,,,,
AUTODESK INC,0.12793971301343604,Add 67.27%,477868.0,194.42000092075637,92907097.0,,,,,
BEST BUY INC,0.12764765130158096,Reduce 15.72%,1221600.0,75.88,92695008.0,,,,,
EOG RES INC,0.12755430238049956,Add 754.08%,714000.0,129.73,92627220.0,,,,,
BATH &AMP; BODY WORKS INC,0.12740133314995014,Add 46.37%,3999833.0,23.12999992749697,92516137.0,,,,,
REGENERON PHARMACEUTICALS,0.12727217623932957,Add 121.88%,148222.0,623.5400008095964,92422346.0,,,,,
INNOVIVA INC,0.12623564903254295,Reduce 0.47%,4036532.0,22.710000069366476,91669642.0,,,,,
ALPHA METALLURGICAL RESOUR I,0.12508619370245716,Reduce 7.10%,550715.0,164.93999981841787,90834932.0,,,,,
CIENA CORP,0.1248215219422205,Add 88.93%,184774.0,490.5599976187126,90642733.0,,,,,
BAKER HUGHES COMPANY,0.1247403256768974,Add 29.69%,1632140.0,55.5,90583770.0,,,,,
VANGUARD MUN BD FDS,0.12371637113266862,Add 301.49%,1776200.0,50.58,89840196.0,,,,,
NATIONAL BEVERAGE CORP,0.12197645509594922,Reduce 3.63%,2838997.0,31.19999985910517,88576706.0,,,,,
BEL FUSE INC,0.12156382526825711,Reduce 3.13%,273294.0,323.0113467547769,88277063.0,,,,,
S&AMP;P GLOBAL INC,0.12083671913632715,Buy 100%,215462.0,407.25999944305727,87749054.0,,,,,
MONOLITHIC PWR SYS INC,0.1200529754317419,Buy 100%,63066.0,1382.360003805537,87179916.0,,,,,
VANGUARD SCOTTSDALE FDS,0.11939305110874386,Add 306.84%,1059014.0,81.86926046303448,86700693.0,,,,,
WINMARK CORP,0.11909276139483145,Reduce 0.71%,204412.0,423.0800001956832,86482629.0,,,,,
DILLARDS INC,0.11754742418032069,Add 13.62%,161539.0,528.4199976476269,85360438.0,,,,,
USA RARE EARTH INC,0.11741563844025622,Add 313.56%,3951100.0,21.58,85264738.0,,,,,
CORE SCIENTIFIC INC NEW,0.11697189230553696,Add 55.67%,3319363.0,25.589999948785355,84942499.0,,,,,
MADISON SQUARE GRDN SPRT COR,0.1166377266333635,Add 22.55%,210780.0,401.83999905114337,84699835.0,,,,,
GRACO INC,0.11542784678406887,Add 53.61%,1108600.0,75.61,83821246.0,,,,,
